RA vs C ,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA,,RA vs C,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA
DDR1,DDR1,DDR1,DDR1,DDR1,,1.070473653,1.064436869,0.662530299,0.162334867,0.708379825
DDRGK1,DDRGK1,DDRGK1,DDRGK1,DDRGK1,,-0.134716403,0.259683907,0.020661665,0.085169249,0.053175185
DDT,DDT,DDT,DDT,DDT,,-0.198904595,0.248940962,-0.232609142,0.309198618,0.153723004
DDTL,DDTL,DDTL,DDTL,DDTL,,-0.024466905,0.400124043,0.000644952,-0.050248905,0.01697795
DDX1,DDX1,DDX1,DDX1,DDX1,,-0.280310092,-0.084248112,-0.014796458,-0.434876522,-0.312085249
DDX10,DDX10,DDX10,DDX10,DDX10,,-0.417586975,-0.004070487,0.039966306,-0.625997509,-0.514278778
DDX11,DDX11,DDX11,DDX11,DDX11,,-0.127922413,0.160951903,0.104801785,-0.388536016,-0.222075292
DDX11-AS1,DDX11-AS1,DDX11-AS1,DDX11-AS1,DDX11-AS1,,-0.451572389,0.539774879,0.474903295,-0.327470401,-0.8347625
DDX11L16,DDX11L16,DDX11L16,DDX11L16,DDX11L16,,-1.202544841,-0.198597537,-0.216454301,0.783521708,-2.500098418
DDX11L2,DDX11L2,DDX11L2,DDX11L2,DDX11L2,,0.212492658,-0.44252312,-0.507394703,0.403342966,0.428271905
DDX12P,DDX12P,DDX12P,DDX12P,DDX12P,,0.050307986,0.278147705,0.229663772,-0.360385592,-0.327359829
DDX17,DDX17,DDX17,DDX17,DDX17,,0.2334279,-0.010825023,0.028537732,0.151178577,0.142029049
DDX18,DDX18,DDX18,DDX18,DDX18,,-0.280919974,-0.119809894,0.011572134,-0.461848149,-0.371575053
DDX19A,DDX19A,DDX19A,DDX19A,DDX19A,,-0.194103451,0.093405662,0.049813281,-0.313259314,-0.259424276
DDX19B,DDX19B,DDX19B,DDX19B,DDX19B,,-0.127134089,0.097340612,-0.003580924,-0.066914415,-0.126562983
DDX20,DDX20,DDX20,DDX20,DDX20,,-0.076899209,-0.036804738,0.033110921,-0.307250973,-0.157375473
DDX21,DDX21,DDX21,DDX21,DDX21,,-0.219968886,-0.116786448,0.033622696,-0.602632911,-0.335856269
DDX23,DDX23,DDX23,DDX23,DDX23,,0.003730728,0.091911769,0.040472689,-0.029496961,0.015093711
DDX24,DDX24,DDX24,DDX24,DDX24,,-0.245396062,0.104743727,-0.006408551,-0.299922913,-0.208388804
DDX26B,DDX26B,DDX26B,DDX26B,DDX26B,,0.347350428,0.075529837,0.136956323,0.067994355,0.072555497
DDX27,DDX27,DDX27,DDX27,DDX27,,-0.191304012,0.131904775,0.081805504,-0.315657162,-0.322063068
DDX28,DDX28,DDX28,DDX28,DDX28,,-0.586896801,0.004384138,-0.150005734,-0.374688449,-0.302443519
DDX31,DDX31,DDX31,DDX31,DDX31,,-0.389689741,-0.048292731,0.108574175,-0.767126675,-0.442269799
DDX39A,DDX39A,DDX39A,DDX39A,DDX39A,,-0.276033529,0.002203209,-0.112559359,-0.186020088,-0.144752226
DDX39B,DDX39B,DDX39B,DDX39B,DDX39B,,1.382417659,-0.198597537,0.054847721,0.63251392,0.398524562
DDX3X,DDX3X,DDX3X,DDX3X,DDX3X,,0.122996985,-0.088334637,0.058333367,-0.027595692,0.005182461
DDX41,DDX41,DDX41,DDX41,DDX41,,-0.428104542,0.03514667,-0.0024335,-0.442795638,-0.335090142
DDX42,DDX42,DDX42,DDX42,DDX42,,-0.050402954,0.081957741,0.14541682,-0.11458035,-0.106126169
DDX43,DDX43,DDX43,DDX43,DDX43,,2.166688968,0.894511868,1.871983664,-0.336625116,-1.173498883
DDX46,DDX46,DDX46,DDX46,DDX46,,-0.193781951,-0.065211028,0.0414625,-0.382258906,-0.288093878
DDX47,DDX47,DDX47,DDX47,DDX47,,-0.217707304,0.022868056,0.006758911,-0.395105629,-0.252339755
DDX49,DDX49,DDX49,DDX49,DDX49,,-0.39499839,-0.057016452,-0.037495718,-0.432743223,-0.291343927
DDX5,DDX5,DDX5,DDX5,DDX5,,0.026764179,-0.001785341,0.023491758,0.066958568,-0.026789378
DDX50,DDX50,DDX50,DDX50,DDX50,,-0.317772652,-0.060549908,0.030121773,-0.460800424,-0.340644482
DDX51,DDX51,DDX51,DDX51,DDX51,,-0.416867833,0.039786204,-0.033889648,-0.495142391,-0.280189754
DDX52,DDX52,DDX52,DDX52,DDX52,,-0.010642164,-0.007959827,0.061115644,-0.141537189,-0.113099463
DDX54,DDX54,DDX54,DDX54,DDX54,,-0.328413735,0.069308101,-0.008113768,-0.391040894,-0.247761599
DDX55,DDX55,DDX55,DDX55,DDX55,,-0.272361558,0.067011834,0.047547489,-0.398607368,-0.36175412
DDX56,DDX56,DDX56,DDX56,DDX56,,-0.239340998,0.083159007,-0.058099391,-0.189589552,-0.165472152
DDX58,DDX58,DDX58,DDX58,DDX58,,0.71776627,-0.141754741,0.263415822,0.680222859,0.343307238
DDX59,DDX59,DDX59,DDX59,DDX59,,0.443148007,0.318638029,0.101984041,0.362755432,0.249882122
DDX6,DDX6,DDX6,DDX6,DDX6,,0.545001035,-0.037393806,0.030992159,0.400988943,0.596956655
DDX60,DDX60,DDX60,DDX60,DDX60,,1.531281045,0.268795368,0.239630681,1.955387734,1.093901832
DDX60L,DDX60L,DDX60L,DDX60L,DDX60L,,1.575431477,0.199524492,0.28678193,2.092963092,1.472895938
DEAF1,DEAF1,DEAF1,DEAF1,DEAF1,,-0.29084182,0.028705356,-0.059768956,-0.332134969,-0.16516023
DECR1,DECR1,DECR1,DECR1,DECR1,,0.084749319,-0.060987474,0.057189759,0.242761055,0.005548825
DECR2,DECR2,DECR2,DECR2,DECR2,,-0.437739773,0.040819764,-0.124111277,-0.138956225,-0.243485058
DEDD,DEDD,DEDD,DEDD,DEDD,,0.277937011,0.195117886,0.112901959,0.28351253,0.179158453
DEDD2,DEDD2,DEDD2,DEDD2,DEDD2,,-0.027396979,0.136116713,-0.001907057,0.038842298,0.063051102
DEF6,DEF6,DEF6,DEF6,DEF6,,0.276875274,0.13720492,0.054439546,0.546539085,0.332181267
DEF8,DEF8,DEF8,DEF8,DEF8,,0.533096572,0.116431507,0.049854202,0.770957984,0.594457549
DEFA4,DEFA4,DEFA4,DEFA4,DEFA4,,2.29344403,0.41506946,-0.151072266,2.633469031,2.269515209
DEFA6,DEFA6,DEFA6,DEFA6,DEFA6,,1.604810081,1.123330558,-0.945152279,2.439868842,2.135490156
DEFA8P,DEFA8P,DEFA8P,DEFA8P,DEFA8P,,3.955307328,-0.257491226,-1.1675447,4.319574608,5.008647137
DEFB1,DEFB1,DEFB1,DEFB1,DEFB1,,-1.03261984,1.193719886,-0.1675447,-0.297096752,-0.379083017
DEGS1,DEGS1,DEGS1,DEGS1,DEGS1,,-0.078540736,-0.047719739,-0.063887535,-0.015895275,-0.061828774
DEK,DEK,DEK,DEK,DEK,,-0.072166416,-0.115271035,-0.004794712,-0.191685752,-0.164279916
DENND1A,DENND1A,DENND1A,DENND1A,DENND1A,,0.010562637,0.1589356,0.012231011,0.121351375,0.042767695
DENND1B,DENND1B,DENND1B,DENND1B,DENND1B,,0.038549151,-0.073736792,0.122773788,-0.016917219,-0.227810587
DENND1C,DENND1C,DENND1C,DENND1C,DENND1C,,0.823635696,0.236771164,-0.13397045,1.468889811,1.080879266
DENND2D,DENND2D,DENND2D,DENND2D,DENND2D,,1.481953333,1.163972543,1.273027891,2.117940747,0.74222328
DENND3,DENND3,DENND3,DENND3,DENND3,,0.331267693,0.111540803,0.100191088,0.410148371,0.285549955
DENND4A,DENND4A,DENND4A,DENND4A,DENND4A,,0.049864724,0.007054647,0.255184778,-0.307210376,-0.222844254
DENND4B,DENND4B,DENND4B,DENND4B,DENND4B,,0.537539819,0.228117656,0.189634242,0.543881524,0.368785855
DENND4C,DENND4C,DENND4C,DENND4C,DENND4C,,0.373391384,-0.136372402,0.259068776,-0.081574701,0.02587741
DENND5A,DENND5A,DENND5A,DENND5A,DENND5A,,-0.000851128,-0.128208209,0.026046492,-0.026259109,0.052114272
DENND5B,DENND5B,DENND5B,DENND5B,DENND5B,,-0.221722943,0.048764711,0.137309882,-0.61529092,-0.303961242
DENND6A,DENND6A,DENND6A,DENND6A,DENND6A,,0.670731474,-0.124465807,0.106378022,0.567808231,0.517243064
DENND6B,DENND6B,DENND6B,DENND6B,DENND6B,,1.782758647,0.281248258,-0.234040112,2.07652082,2.131401268
DENR,DENR,DENR,DENR,DENR,,-0.128700153,-0.056185248,0.061647099,-0.25331506,-0.189471999
DEPDC1,DEPDC1,DEPDC1,DEPDC1,DEPDC1,,0.219355644,-0.017794071,0.113718947,0.052878895,-0.046888286
DEPDC1-AS1,DEPDC1-AS1,DEPDC1-AS1,DEPDC1-AS1,DEPDC1-AS1,,-0.465579247,-0.29813321,-0.530114779,0.93507669,0.772920077
DEPDC1B,DEPDC1B,DEPDC1B,DEPDC1B,DEPDC1B,,0.121485483,-0.006033375,-0.00329482,0.058234501,-0.049569101
DEPDC4,DEPDC4,DEPDC4,DEPDC4,DEPDC4,,-0.726106797,-0.400231398,-0.047250466,-0.13359802,-0.170496395
DEPDC5,DEPDC5,DEPDC5,DEPDC5,DEPDC5,,0.063028912,0.110818076,0.176213643,-0.121545417,-0.083959836
DEPTOR,DEPTOR,DEPTOR,DEPTOR,DEPTOR,,-1.37560955,0.125837414,0.413230004,-1.882059253,-1.775600428
DERA,DERA,DERA,DERA,DERA,,0.196327015,0.05897063,-0.002738259,0.3230468,0.170610893
DERL1,DERL1,DERL1,DERL1,DERL1,,-0.014744021,0.071039604,-0.00385508,0.175625056,0.021567377
DERL2,DERL2,DERL2,DERL2,DERL2,,0.166733846,0.112325881,0.07046381,0.098942019,0.008564485
DERL3,DERL3,DERL3,DERL3,DERL3,,-0.777960331,0.095056104,0.048306789,-0.890968734,-0.962777214
DESI1,DESI1,DESI1,DESI1,DESI1,,-0.13775822,0.060517261,0.055566493,-0.208455524,-0.137552957
DESI2,DESI2,DESI2,DESI2,DESI2,,0.169753072,-0.078081658,0.142876673,-0.143875423,-0.088053766
DET1,DET1,DET1,DET1,DET1,,0.319223833,0.36978208,0.195025379,0.750208963,0.285568373
DEXI,DEXI,DEXI,DEXI,DEXI,,-0.1371268,0.202683284,-0.070736239,-0.010894483,-0.098113597
DFFA,DFFA,DFFA,DFFA,DFFA,,-0.34026023,0.079540084,0.03012305,-0.414867739,-0.326483657
DFFB,DFFB,DFFB,DFFB,DFFB,,-0.362007798,-0.28476864,0.017443681,-0.589361869,-0.398504205
DFNA5,DFNA5,DFNA5,DFNA5,DFNA5,,0.160025238,0.163972543,-0.389937121,0.340333169,0.620916983
DFNB59,DFNB59,DFNB59,DFNB59,DFNB59,,0.469880501,-0.35060063,-0.582582199,0.117940747,-0.741653096
DGAT1,DGAT1,DGAT1,DGAT1,DGAT1,,-0.035652024,0.100855835,-0.055978957,0.078316178,0.038426121
DGAT2,DGAT2,DGAT2,DGAT2,DGAT2,,-0.729640848,-0.020140902,0.064351194,-0.732681629,-0.686511542
DGCR10,DGCR10,DGCR10,DGCR10,DGCR10,,1.230414566,0.442948492,0.8324553,0.255444271,-0.964045517
DGCR11,DGCR11,DGCR11,DGCR11,DGCR11,,0.291652195,0.379310206,0.029492147,0.17806174,0.388256227
DGCR14,DGCR14,DGCR14,DGCR14,DGCR14,,-0.243508448,0.108770797,0.020292219,-0.286671773,-0.235708368
DGCR2,DGCR2,DGCR2,DGCR2,DGCR2,,0.053391933,0.112279881,0.113699524,0.15822474,0.200813643
DGCR5,DGCR5,DGCR5,DGCR5,DGCR5,,0.01984758,-0.105488132,-0.752507201,1.233417965,0.450991982
DGCR6,DGCR6,DGCR6,DGCR6,DGCR6,,-0.258254274,0.08613194,0.079615626,-0.436648104,-0.317000508
DGCR6L,DGCR6L,DGCR6L,DGCR6L,DGCR6L,,-0.311724581,0.045433413,-0.026294225,-0.117180341,-0.077467377
DGCR8,DGCR8,DGCR8,DGCR8,DGCR8,,-0.006040568,0.106350511,0.207943989,-0.307811867,-0.176970467
DGCR9,DGCR9,DGCR9,DGCR9,DGCR9,,-0.695584853,-0.147866735,-0.362360877,0.613266035,0.152768148
DGKA,DGKA,DGKA,DGKA,DGKA,,-0.040672112,0.056384597,0.022756437,0.541748456,0.047636288
DGKD,DGKD,DGKD,DGKD,DGKD,,0.012428858,0.065568617,0.142503213,-0.295651509,-0.083962592
DGKE,DGKE,DGKE,DGKE,DGKE,,-0.53475901,-0.013104163,0.21728822,-1.13116298,-0.853065436
DGKG,DGKG,DGKG,DGKG,DGKG,,-0.130639635,0.069147714,0.056026875,-0.397498649,-0.173530455
DGKH,DGKH,DGKH,DGKH,DGKH,,-0.067143715,0.034414386,0.318353673,-0.667771881,-0.347989248
DGKQ,DGKQ,DGKQ,DGKQ,DGKQ,,-0.073201651,0.207672964,0.219850044,0.171672731,-0.101629551
DGKZ,DGKZ,DGKZ,DGKZ,DGKZ,,-0.235776981,0.00092691,-0.016511554,-0.101276248,-0.158201512
DGUOK,DGUOK,DGUOK,DGUOK,DGUOK,,0.036665987,0.153893218,0.03831304,0.113596004,0.058433527
DGUOK-AS1,DGUOK-AS1,DGUOK-AS1,DGUOK-AS1,DGUOK-AS1,,-0.103009168,0.505009461,-0.274459904,-0.123067352,-0.494560234
DHCR24,DHCR24,DHCR24,DHCR24,DHCR24,,0.052900376,-0.05750982,0.016772556,-0.004160006,0.069880897
DHCR7,DHCR7,DHCR7,DHCR7,DHCR7,,0.030303513,-0.201168753,-0.101257595,-0.076638162,0.219694546
DHDDS,DHDDS,DHDDS,DHDDS,DHDDS,,0.049457858,0.071744753,0.019441843,-0.035254656,0.06620522
DHFR,DHFR,DHFR,DHFR,DHFR,,-0.155735508,0.057900104,0.095155207,-0.089797389,-0.238667898
DHFRL1,DHFRL1,DHFRL1,DHFRL1,DHFRL1,,-0.058579067,-0.159935916,0.165030639,0.150571751,0.045353181
DHODH,DHODH,DHODH,DHODH,DHODH,,-0.686444199,-0.063318678,-0.098174584,-0.629501273,-0.505607331
DHPS,DHPS,DHPS,DHPS,DHPS,,-0.061806163,0.150689323,-0.017673433,0.030250294,0.023319599
DHRS1,DHRS1,DHRS1,DHRS1,DHRS1,,0.920479185,0.15788778,0.024872662,1.450351975,0.939546759
DHRS11,DHRS11,DHRS11,DHRS11,DHRS11,,-0.383969744,0.14120511,-0.184694323,-0.276399807,-0.243999409
DHRS12,DHRS12,DHRS12,DHRS12,DHRS12,,-0.53512018,0.561936529,0.552347381,0.117940747,-0.070960721
DHRS13,DHRS13,DHRS13,DHRS13,DHRS13,,-0.675047922,-0.046251568,-0.071605956,-0.54531077,-0.443525908
DHRS2,DHRS2,DHRS2,DHRS2,DHRS2,,-0.803137994,-0.238955274,-0.566094077,0.399976115,-0.101549041
DHRS3,DHRS3,DHRS3,DHRS3,DHRS3,,9.16150561,-1.636002849,-1.283021917,10.45388931,10.44870073
DHRS4,DHRS4,DHRS4,DHRS4,DHRS4,,-0.587018023,0.07469709,0.007836171,-0.609599834,-0.572500209
DHRS4-AS1,DHRS4-AS1,DHRS4-AS1,DHRS4-AS1,DHRS4-AS1,,-0.233866452,-0.097281379,0.108342308,-0.377114781,-0.279191956
DHRS4L1,DHRS4L1,DHRS4L1,DHRS4L1,DHRS4L1,,-1.295654246,0.386364964,-0.708113081,1.117940747,0.035954483
DHRS4L2,DHRS4L2,DHRS4L2,DHRS4L2,DHRS4L2,,-0.694926882,0.172801897,0.09830747,-0.939487533,-0.708065869
DHRS7,DHRS7,DHRS7,DHRS7,DHRS7,,-0.061559826,-0.021946672,-0.040574931,0.11716884,0.001988777
DHRS7B,DHRS7B,DHRS7B,DHRS7B,DHRS7B,,0.347948903,0.107577144,-0.100983536,0.670798533,0.510721774
DHRS9,DHRS9,DHRS9,DHRS9,DHRS9,,5.079090548,0.521643823,-0.242832827,6.159990926,5.43439281
DHRSX,DHRSX,DHRSX,DHRSX,DHRSX,,-0.025942892,0.026660218,-0.059810248,0.185538825,-0.100750722
DHTKD1,DHTKD1,DHTKD1,DHTKD1,DHTKD1,,0.086342992,0.089175816,0.141624164,0.185886899,-0.155644785
DHX15,DHX15,DHX15,DHX15,DHX15,,-0.009117011,-0.057390859,0.053640253,-0.248642643,-0.147987359
DHX16,DHX16,DHX16,DHX16,DHX16,,0.030130694,0.150059877,0.052166039,0.097919679,0.071306797
DHX29,DHX29,DHX29,DHX29,DHX29,,-0.073786103,-0.024120918,0.118242357,-0.179568795,-0.302485324
DHX30,DHX30,DHX30,DHX30,DHX30,,-0.038407314,0.080549033,0.021974643,-0.130603561,-0.077517919
DHX32,DHX32,DHX32,DHX32,DHX32,,-0.471731474,-0.078640995,0.046050773,-0.433497719,-0.337767148
DHX33,DHX33,DHX33,DHX33,DHX33,,-0.178629943,-0.031391409,0.21384241,-0.761484168,-0.400952197
DHX34,DHX34,DHX34,DHX34,DHX34,,-0.429038915,0.008431459,0.006977429,-0.450887856,-0.346019662
DHX35,DHX35,DHX35,DHX35,DHX35,,0.04271265,0.013581325,0.093584843,-0.075555528,-0.048050217
DHX36,DHX36,DHX36,DHX36,DHX36,,0.029760135,-0.098832846,0.05605783,-0.177987761,-0.158625387
DHX37,DHX37,DHX37,DHX37,DHX37,,-0.391185008,-0.065707648,-0.013608582,-0.496004834,-0.384375054
DHX38,DHX38,DHX38,DHX38,DHX38,,-0.039099151,0.047918621,0.059458049,-0.131424355,0.000897746
DHX40,DHX40,DHX40,DHX40,DHX40,,-0.135616812,-0.094823778,0.044010174,-0.301067721,-0.205696816
DHX57,DHX57,DHX57,DHX57,DHX57,,0.030257363,0.03250638,0.069494497,-0.052513198,-0.012809236
DHX58,DHX58,DHX58,DHX58,DHX58,,0.805108731,-0.320226981,-0.100081732,1.287051816,1.032288165
DHX8,DHX8,DHX8,DHX8,DHX8,,0.277835471,0.099131432,0.167182153,0.146213755,0.154151817
DHX9,DHX9,DHX9,DHX9,DHX9,,-0.084356231,-0.030948915,0.098383313,-0.358436348,-0.167079489
DIABLO,DIABLO,DIABLO,DIABLO,DIABLO,,-0.215996641,0.125961383,-0.008862451,-0.086461211,-0.100949431
DIAPH1,DIAPH1,DIAPH1,DIAPH1,DIAPH1,,-0.154398742,-0.02981396,0.034713873,-0.223438303,-0.168452468
DIAPH2,DIAPH2,DIAPH2,DIAPH2,DIAPH2,,-0.039237719,-0.036396351,0.240252935,-0.505798586,-0.352169733
DIAPH3,DIAPH3,DIAPH3,DIAPH3,DIAPH3,,0.216630014,-0.015638779,0.14757234,-0.058994935,-0.009376594
DICER1,DICER1,DICER1,DICER1,DICER1,,0.423464986,-0.009541121,0.335435306,-0.099009817,-0.027515141
DICER1-AS1,DICER1-AS1,DICER1-AS1,DICER1-AS1,DICER1-AS1,,0.519921183,0.442948492,-0.904510294,0.532978246,1.035954483
DIDO1,DIDO1,DIDO1,DIDO1,DIDO1,,0.132600425,0.046451124,0.19433957,-0.110702026,-0.016482275
DIEXF,DIEXF,DIEXF,DIEXF,DIEXF,,-0.418699321,-0.107225691,0.092360591,-0.740185279,-0.555986
DIMT1,DIMT1,DIMT1,DIMT1,DIMT1,,-0.594774298,-0.133378322,-0.13369557,-0.71111619,-0.577939264
DIP2A,DIP2A,DIP2A,DIP2A,DIP2A,,0.475837956,0.035290523,0.19944067,0.42653773,0.216980477
DIP2A-IT1,DIP2A-IT1,DIP2A-IT1,DIP2A-IT1,DIP2A-IT1,,-0.269659037,-2.394994749,-0.819621397,-0.104451674,-0.186437939
DIP2B,DIP2B,DIP2B,DIP2B,DIP2B,,0.136227335,-0.105687943,0.21344842,-0.31049662,-0.150915818
DIRAS1,DIRAS1,DIRAS1,DIRAS1,DIRAS1,,-0.295654246,-0.613635036,0.639810222,-1.36748608,-0.964045517
DIRC2,DIRC2,DIRC2,DIRC2,DIRC2,,0.654497205,0.206881134,0.115762101,0.083993415,0.391049441
DIS3,DIS3,DIS3,DIS3,DIS3,,-0.054951911,-0.119675804,0.115696711,-0.360010049,-0.273835921
DIS3L,DIS3L,DIS3L,DIS3L,DIS3L,,-0.203730781,0.036507719,0.192212679,-0.45567276,-0.407590582
DIS3L2,DIS3L2,DIS3L2,DIS3L2,DIS3L2,,-0.01454355,0.006147019,0.00275921,0.115665801,0.07556476
DISC1,DISC1,DISC1,DISC1,DISC1,,0.645452065,-0.257491226,0.317882127,-0.689414175,-0.771400439
DISP1,DISP1,DISP1,DISP1,DISP1,,0.04799862,0.013810796,0.857117354,-1.516774789,-0.676763565
DISP2,DISP2,DISP2,DISP2,DISP2,,0.607709971,-0.470600406,-0.459310824,1.130324472,0.406792178
DIXDC1,DIXDC1,DIXDC1,DIXDC1,DIXDC1,,-0.255012261,-0.572993051,-0.652971527,0.603367574,0.298988888
DKC1,DKC1,DKC1,DKC1,DKC1,,-0.275919728,0.058322085,0.013101171,-0.449186765,-0.307933553
DKFZP434I0714,DKFZP434I0714,DKFZP434I0714,DKFZP434I0714,DKFZP434I0714,,0.344449809,0.455861811,0.63175795,0.006047867,-0.672582703
DKFZP586I1420,DKFZP586I1420,DKFZP586I1420,DKFZP586I1420,DKFZP586I1420,,0.6418588,0.265134219,0.289928066,0.263972542,0.204484902
DLAT,DLAT,DLAT,DLAT,DLAT,,-0.208788595,-0.159947149,0.024662246,-0.543661625,-0.277224059
DLD,DLD,DLD,DLD,DLD,,-0.021003468,-0.055251179,0.109158663,-0.240121513,-0.148432035
DLEC1,DLEC1,DLEC1,DLEC1,DLEC1,,-0.865509854,-1.861562549,-1.830509713,1.532978246,0.910423601
DLEU1,DLEU1,DLEU1,DLEU1,DLEU1,,-0.570877624,-0.044744942,-0.071658933,-0.746908812,-0.563132813
DLEU2,DLEU2,DLEU2,DLEU2,DLEU2,,-0.152077971,0.106520828,0.097412018,-0.246139505,-0.165775433
DLEU2L,DLEU2L,DLEU2L,DLEU2L,DLEU2L,,0.867844487,0.327471275,0.680452207,-0.051984254,0.113956995
DLEU7,DLEU7,DLEU7,DLEU7,DLEU7,,-0.105446153,-0.216976066,-0.022864947,-0.121066388,-0.529862969
DLG1,DLG1,DLG1,DLG1,DLG1,,0.178252228,-0.032177978,0.158393883,0.045933141,-0.047105821
DLG2,DLG2,DLG2,DLG2,DLG2,,-0.40185365,-2.304796941,-0.477884821,-0.525915443,-0.022939206
DLG4,DLG4,DLG4,DLG4,DLG4,,-0.02379599,-0.330094975,-0.016426967,-0.143500401,-0.26421906
DLG5,DLG5,DLG5,DLG5,DLG5,,0.270996377,0.018213852,0.215458972,-0.248907156,0.148553792
DLGAP1,DLGAP1,DLGAP1,DLGAP1,DLGAP1,,-1.854621538,0.341970845,-0.257742509,-0.666330562,-1.333279327
DLGAP1-AS1,DLGAP1-AS1,DLGAP1-AS1,DLGAP1-AS1,DLGAP1-AS1,,-0.158150722,0.03406322,-0.79831089,1.229833627,0.836645674
DLGAP4,DLGAP4,DLGAP4,DLGAP4,DLGAP4,,0.515100143,0.044445394,-0.046985776,0.766415899,0.432613453
DLGAP5,DLGAP5,DLGAP5,DLGAP5,DLGAP5,,0.214632571,-0.121696449,0.065371831,0.116661422,0.142412915
DLK2,DLK2,DLK2,DLK2,DLK2,,-0.116388198,0.912433776,0.364676339,-0.096798102,-0.36888725
DLST,DLST,DLST,DLST,DLST,,-0.145925738,0.018522349,-0.002414029,-0.188689579,-0.105585083
DLSTP1,DLSTP1,DLSTP1,DLSTP1,DLSTP1,,0.285120458,0.585269032,0.51834671,-0.114232695,-0.290855834
DLX1,DLX1,DLX1,DLX1,DLX1,,-0.658774028,0.235548786,0.203549452,-0.806407045,-0.815020124
DLX2,DLX2,DLX2,DLX2,DLX2,,-0.272934169,-0.268986865,-0.286843628,-0.216478292,-0.237064012
DLX2-AS1,DLX2-AS1,DLX2-AS1,DLX2-AS1,DLX2-AS1,,-1.755085864,-1.073066655,0.073463399,-1.99753647,-1.664485236
DLX4,DLX4,DLX4,DLX4,DLX4,,-0.048216695,0.1251909,-0.183141555,0.037322287,0.004245623
DMAP1,DMAP1,DMAP1,DMAP1,DMAP1,,0.299263974,0.128375567,-0.01370635,0.45915141,0.361443649
DMC1,DMC1,DMC1,DMC1,DMC1,,-0.077013959,0.359892753,-0.042013818,-0.659666831,0.843309405
DMPK,DMPK,DMPK,DMPK,DMPK,,0.04799862,0.335738891,0.018868424,0.717402818,-0.008439637
DMTF1,DMTF1,DMTF1,DMTF1,DMTF1,,0.204755094,0.042425175,0.156850676,0.178108179,0.033677142
DMWD,DMWD,DMWD,DMWD,DMWD,,-1.11715335,-0.103290577,-0.258310164,0.136556425,0.354130443
DMXL1,DMXL1,DMXL1,DMXL1,DMXL1,,0.316994584,-0.248634875,0.369733003,-0.182599294,-0.045643737
DMXL2,DMXL2,DMXL2,DMXL2,DMXL2,,0.570423602,0.152907138,0.373322469,0.230381244,0.177237301
DNA2,DNA2,DNA2,DNA2,DNA2,,-0.024034048,-0.100187524,0.100456616,-0.338692585,-0.156554383
DNAAF2,DNAAF2,DNAAF2,DNAAF2,DNAAF2,,-0.499175893,-0.022783713,-0.113647385,-0.608482863,-0.56528154
DNAAF3,DNAAF3,DNAAF3,DNAAF3,DNAAF3,,-0.420136276,-0.098292631,-0.465626053,-0.835516667,0.30488949
DNAAF5,DNAAF5,DNAAF5,DNAAF5,DNAAF5,,-0.223271823,0.02292997,0.020371617,-0.48994426,-0.23774606
DNAH1,DNAH1,DNAH1,DNAH1,DNAH1,,0.40379131,-0.125135375,0.004770849,0.848202801,0.611330934
DNAH10,DNAH10,DNAH10,DNAH10,DNAH10,,1.060489564,-0.450136304,0.417417801,1.458977665,0.987044882
DNAH11,DNAH11,DNAH11,DNAH11,DNAH11,,-0.088653875,-0.076161461,0.29562932,-1.031572794,-0.097070936
DNAH14,DNAH14,DNAH14,DNAH14,DNAH14,,0.041927113,0.104851138,0.111115941,0.177510013,0.275142146
DNAH17,DNAH17,DNAH17,DNAH17,DNAH17,,0.893379579,0.18545227,-0.030041176,0.962289877,0.889405819
DNAH3,DNAH3,DNAH3,DNAH3,DNAH3,,1.022875273,-0.116135376,-0.125724524,1.03305185,0.951065585
DNAH7,DNAH7,DNAH7,DNAH7,DNAH7,,-0.617582341,0.28682929,-0.1675447,0.854906341,-0.549008018
DNAJA1,DNAJA1,DNAJA1,DNAJA1,DNAJA1,,-0.020719501,-0.009103344,-0.051930875,-0.030740515,0.017256013
DNAJA2,DNAJA2,DNAJA2,DNAJA2,DNAJA2,,-0.118500032,-0.107441231,-0.054812212,-0.041498544,-0.096503673
DNAJA3,DNAJA3,DNAJA3,DNAJA3,DNAJA3,,-0.355485206,0.057957267,0.038025159,-0.557038719,-0.274380763
DNAJA4,DNAJA4,DNAJA4,DNAJA4,DNAJA4,,-0.816891149,-0.463494687,-0.764189006,-0.11032824,0.035954483
DNAJB1,DNAJB1,DNAJB1,DNAJB1,DNAJB1,,-0.050063931,0.050213911,-0.098460111,0.106683377,0.081314599
DNAJB11,DNAJB11,DNAJB11,DNAJB11,DNAJB11,,-0.047015603,0.110964241,-0.042746188,0.226560752,0.026694628
DNAJB12,DNAJB12,DNAJB12,DNAJB12,DNAJB12,,1.247888903,0.204927257,0.122204326,1.276021028,1.276668889
DNAJB13,DNAJB13,DNAJB13,DNAJB13,DNAJB13,,1.175966782,1.405473787,1.173492218,0.039938235,-0.042048029
DNAJB14,DNAJB14,DNAJB14,DNAJB14,DNAJB14,,0.161067572,-0.115926849,0.124802876,0.219518452,0.098929348
DNAJB2,DNAJB2,DNAJB2,DNAJB2,DNAJB2,,0.628301564,0.199051471,0.072377646,1.129098537,0.894862163
